Measure	DAX Expression	Parent	Child	Tables	Columns
Volume_effect_1_FYFC(for BG comp.)	[Volume_0_FYFC] * [CM1/kg_0_BGFY_VolumeCalc]	Volume_0_FYFC; Volume_0_YTD; Matrix_0_Act; Maris_0_Act; Matrix_1_FC_Current; EBITbSI_0_FC_Current; CM1/kg_0_BGFY_VolumeCalc; CM1_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG; Volume_0_BGFY	Delta_1_BGFY; Delta_2_BGFY_SBU; FYFC_1(for BG comp.)	DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; Historical; FT_Budget_EPME	DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Year]; Historical[Value]; Historical[check]; Historical[Input Date]; Historical[Forecast Month]; Historical[Input_Date_for_CM]; Historical[KPI]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]
Volume_effect_1_YTD(for BG comp.)	[Volume_0_YTD] * [CM1/kg_0_BG_YTD_VolumeCalc]	Volume_0_YTD; Matrix_0_Act; Maris_0_Act; CM1/kg_0_BG_YTD_VolumeCalc; CM1_effect_0_BG_YTD; CM1_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG; Volume_0_BG_YTD; Volume_0_BGFY	Delta_2_YTD_BG_SBU; Act_YTD_1(for BG comp.)	DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; FT_Budget_EPME	DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]
Volume_effect_1_YTD(for PY comp.)	[Volume_0_YTD] * [CM1/kg_PYTD_VolumeCalc]	Volume_0_YTD; Matrix_0_Act; Maris_0_Act; CM1/kg_PYTD_VolumeCalc; CM1_effect_0_PYTD; CM1_effect_1_YTD; Volume_0_PYTD	Act_YTD_0(for PY comp.); Delta_1_PYTD_SBU	DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND	DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
Volume_effect_1_FYFC(for PY comp.)	 [Volume_0_FYFC] * [CM1/kg_PYFY_VolumeCalc]	Volume_0_FYFC; Volume_0_YTD; Matrix_0_Act; Maris_0_Act; Matrix_1_FC_Current; EBITbSI_0_FC_Current; CM1/kg_PYFY_VolumeCalc; CM1_effect_0_PYFY; Volume_0_PYFY	Act_FYFC_0(for PY comp.); Delta_1_PYFY_SBU	DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; Historical	DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Year]; Historical[Value]; Historical[check]; Historical[Input Date]; Historical[Forecast Month]; Historical[Input_Date_for_CM]; Historical[KPI]
Price_FYFC_0_CM	 VAR MonthSel =     SELECTEDVALUE ( DT_Date[Month_Number] ) VAR Act =     CALCULATE (         CALCULATE (             [Matrix_0_Act],             ALL ( DT_Date[Month_Name] ),             KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "Price" )         ),         DT_Date[Month_Number] <= MonthSel     ) VAR FC =     CALCULATE (         CALCULATE (             [Matrix_1_FC],             ALL ( DT_Date[Month_Name] ),             KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "Price" )         ),         DT_Date[Month_Number] > MonthSel     ) VAR FYFC = Act + FC RETURN     FYFC	Matrix_0_Act; Maris_0_Act; Matrix_1_FC; Ebit_0_FC	TEST; Price_effect_FYFC_1_CM(for PM comp.); VarCost_effect_FYFC_0_CM(for PM comp.); FYFC_CM_0_(for PM comp.); Delta_FYFC_2_CM_PM_month_SBU	DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; Historical	DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Month_Name]; Historical[Value]; Historical[LatestInput_ND]; Historical[Forecast Month]; Historical[Input Date]; Historical[KPI]
Price_effect_FYFC_1_CM(for PM comp.)	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Price",     CALCULATE (         [Price_FYFC_0_CM] * [Volume_FYFC_0_PM],         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) ) /*   1. Price effect FYFC CM = Price FYFC CM * Volume FYFC PM.  2. So, the formula is actually super simple. Then why have we written the complex code above?  3. Because, in the KPI list, Price and volume are 2 different KPIs.  When we make a visual (e.g. a Table), and put KPI column in it, then try to multiply: Price * Volume, we get a blank, as price and volume are on different lines.  4. The CALCULATE code snippet helps us to multiply them.  5. But we still have an issue. For the Calculate code, we get an output (same number, by the way) for each KPI. We only want an output for 'Price'.  6. Hence IF - Selectedvalue used. Now, we get an output only for 'Price'.  */	Price_FYFC_0_CM; Matrix_0_Act; Maris_0_Act; Matrix_1_FC; Ebit_0_FC; Volume_FYFC_0_PM	TEST; FYFC_CM_0_(for PM comp.); Delta_FYFC_2_CM_PM_month_SBU	DT_Matrix_Act_Table_ND; DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; Historical	DT_Matrix_Act_Table_ND[KPI]; DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Date[Month_Name]; Historical[Value]; Historical[LatestInput_ND]; Historical[Forecast Month]; Historical[Input Date]; Historical[KPI]
Price_1_FYFC	 VAR NetSales_in_all_KPI_FYFC =     TOTALYTD (         CALCULATE (             [Matrix_0_Act],             KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "Net Sales" )         ),         DT_Date[Date]     )         + CALCULATE (             [Matrix_1_FC_Current],             KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "Net Sales" )         ) VAR Volume_in_all_KPI_FYFC =     CALCULATE ( [Volume_0_FYFC], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) VAR Price_in_all_KPI_FYFC =     DIVIDE ( NetSales_in_all_KPI_FYFC, Volume_in_all_KPI_FYFC ) RETURN     Price_in_all_KPI_FYFC	Matrix_0_Act; Maris_0_Act; Matrix_1_FC_Current; EBITbSI_0_FC_Current; Volume_0_FYFC; Volume_0_YTD	Price_effect_1_FYFC(for BG comp.); VarCost_effect_FYFC(for BG comp.); Delta_1_BGFY; Delta_2_BGFY_SBU; FYFC_1(for BG comp.)	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date; Historical	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Year]; Historical[Value]; Historical[check]; Historical[Input Date]; Historical[Forecast Month]; Historical[Input_Date_for_CM]; Historical[KPI]; DT_Date[Month_Number]
Price_0_YTD	 VAR NetSales_in_all_KPI_YTD =     TOTALYTD (         CALCULATE (             [Matrix_0_Act],             KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "Net Sales" )         ),         DT_Date[Date]     ) VAR Volume_in_all_KPI_YTD =     CALCULATE ( [Volume_0_YTD], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) VAR Price_in_all_KPI_YTD =     DIVIDE ( NetSales_in_all_KPI_YTD, Volume_in_all_KPI_YTD ) RETURN     Price_in_all_KPI_YTD 	Matrix_0_Act; Maris_0_Act; Volume_0_YTD	Price_effect_1_YTD(for BG comp.); Price_effect_1_YTD(for PY comp.); VarCost_effect_YTD(for BG comp.); VarCost_effect_YTD(for PY comp.); Delta_2_YTD_BG_SBU; Act_YTD_1(for BG comp.); Act_YTD_0(for PY comp.); PYTD_0; Delta_1_PYTD_SBU; Price_0_PYTD; Price_effect_1_PYTD; VarCost_effect_PYTD	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Month_Number]
Price_effect_1_FYFC(for BG comp.)	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Price",     CALCULATE (         [Price_1_FYFC] * [Volume_0_BGFY],         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	Price_1_FYFC; Matrix_0_Act; Maris_0_Act; Matrix_1_FC_Current; EBITbSI_0_FC_Current; Volume_0_FYFC; Volume_0_YTD; Volume_0_BGFY; Matrix_1_BG; Ebit_0_BG	Delta_1_BGFY; Delta_2_BGFY_SBU; FYFC_1(for BG comp.)	DT_Matrix_Act_Table_ND; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Date; Historical; FT_Budget_EPME	DT_Matrix_Act_Table_ND[KPI]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Date[Date]; DT_Date[Year]; Historical[Value]; Historical[check]; Historical[Input Date]; Historical[Forecast Month]; Historical[Input_Date_for_CM]; Historical[KPI]; DT_Date[Month_Number]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]
Price_effect_1_YTD(for BG comp.)	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Price",     CALCULATE (         [Price_0_YTD] * [Volume_0_BG_YTD],         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	Price_0_YTD; Matrix_0_Act; Maris_0_Act; Volume_0_YTD; Volume_0_BG_YTD; Volume_0_BGFY; Matrix_1_BG; Ebit_0_BG	Delta_2_YTD_BG_SBU; Act_YTD_1(for BG comp.)	DT_Matrix_Act_Table_ND; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Date; FT_Budget_EPME	DT_Matrix_Act_Table_ND[KPI]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Date[Date]; DT_Date[Month_Number]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]
Price_effect_1_YTD(for PY comp.)	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Price",     CALCULATE (         [Price_0_YTD] * [Volume_0_PYTD],         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	Price_0_YTD; Matrix_0_Act; Maris_0_Act; Volume_0_YTD; Volume_0_PYTD	Act_YTD_0(for PY comp.); Delta_1_PYTD_SBU	DT_Matrix_Act_Table_ND; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Date	DT_Matrix_Act_Table_ND[KPI]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Date[Date]; DT_Date[Month_Number]
CM1_effect_FYFC_0_CM	 VAR MonthSel =     SELECTEDVALUE ( DT_Date[Month_Number] ) VAR Act =     CALCULATE (         CALCULATE (             [Matrix_0_Act],             ALL ( DT_Date[Month_Name] ),              REMOVEFILTERS( DT_Matrix_Act_Table_ND[KPI]),              DT_Matrix_Act_Table_ND[KPI] = "CM1"          ),         DT_Date[Month_Number] <= MonthSel     ) VAR FC =     CALCULATE (         CALCULATE (             [Matrix_1_FC],             ALL ( DT_Date[Month_Name] ),             REMOVEFILTERS( DT_Matrix_Act_Table_ND[KPI]),              DT_Matrix_Act_Table_ND[KPI] = "CM1"          ),         DT_Date[Month_Number] > MonthSel     ) VAR FYFC = Act + FC RETURN     FYFC	Matrix_0_Act; Maris_0_Act; Matrix_1_FC; Ebit_0_FC	TEST; VarCost_effect_FYFC_0_CM(for PM comp.); FYFC_CM_0_(for PM comp.); Delta_FYFC_2_CM_PM_month_SBU	DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; Historical	DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Month_Name]; Historical[Value]; Historical[LatestInput_ND]; Historical[Forecast Month]; Historical[Input Date]; Historical[KPI]
CM1_effect_1_FYFC	 [CM1_effect_1_YTD]     + CALCULATE (         [Matrix_1_FC_Current],         KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "CM1" )     )	CM1_effect_1_YTD; Matrix_0_Act; Maris_0_Act; Matrix_1_FC_Current; EBITbSI_0_FC_Current	VarCost_effect_FYFC(for BG comp.); Delta_1_BGFY; Delta_2_BGFY_SBU; FYFC_1(for BG comp.); Act_FYFC_0(for PY comp.); Delta_1_PYFY_SBU	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date; Historical	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Year]; Historical[Value]; Historical[check]; Historical[Input Date]; Historical[Forecast Month]; Historical[Input_Date_for_CM]; Historical[KPI]
CM1_effect_1_YTD	 TOTALYTD (     CALCULATE (         [Matrix_0_Act],         KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "CM1" )     ),     DT_Date[Date] )	Matrix_0_Act; Maris_0_Act	Volume_effect_1_YTD(for PY comp.); CM1_effect_1_FYFC; VarCost_effect_FYFC(for BG comp.); VarCost_effect_YTD(for BG comp.); VarCost_effect_YTD(for PY comp.); Delta_1_BGFY; Delta_2_BGFY_SBU; FYFC_1(for BG comp.); Delta_2_YTD_BG_SBU; Act_YTD_1(for BG comp.); Act_YTD_0(for PY comp.); PYTD_0; Delta_1_PYTD_SBU; Act_FYFC_0(for PY comp.); Delta_1_PYFY_SBU; CM1_effect_0_PYTD; Volume_effect_1_PYTD; CM1/kg_PYTD_VarCostCalc; CM1/kg_PYTD_VolumeCalc; VarCost_effect_PYTD	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
VarCost_effect_FYFC_0_CM(for PM comp.)	 //CM1 effect VAR CM1Effect =     CALCULATE ( [CM1_effect_FYFC_0_CM], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) //Volume effect VAR VolumeinVarCost =     CALCULATE ( [Volume_FYFC_0_CM], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) VAR VolumeEffect = VolumeinVarCost * [CM1/kg_FYFC_0_PM_VarCostCalc] //Price effect VAR PriceEffect =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CALCULATE (             [Price_FYFC_0_CM] * [Volume_FYFC_0_PM],             ALL ( DT_Matrix_Act_Table_ND[KPI] )         )     ) // Output VAR Output =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CM1Effect - VolumeEffect - PriceEffect     ) RETURN     Output /*   1. Var Cost effect = CM1 effect - Volume effect - Price effect  2. So, the formula is actually super simple. Then why have we written the complex code above?  3. Ans: In KPI table, CM1, Volume, Price and Var cost are unique items. When I build a table visual with KPI column and them put the CM1 effect, Volume effect, Price effect too, each is in a separate line.  For them to be in 1 line (Var cost), I need to write above code.  4. Most important: The code for Volume Effect merits a detailed explanation.  Volume effect = volume * CM1/kg Let us look at the predicate of the equation above (i.e. what is after =)    Volume:    Originally, Volume is found against 'Volume' KPI.    We want it to show up for 'Variable cost'. We get via the variable "VolumeinVarCost"     CM1/kg:     In the [CM1/kg_FYFC_3_PM_VarCostCalc], we have coded the numbers to show up for Variable cost    (FYI: [CM1/kg_FYFC_3_PM_VolumeCalc] is also available, its not used here, but for Volume calculations)     Now both Volume and CM1/kg are available in the line for KPI 'Variable Cost'.     In Variable 'VolumeEffect' we now multiply Volume * CM1/kg    */	CM1_effect_FYFC_0_CM; Matrix_0_Act; Maris_0_Act; Matrix_1_FC; Ebit_0_FC; Volume_FYFC_0_CM; CM1/kg_FYFC_0_PM_VarCostCalc; CM1_effect_FYFC_0_PM; Volume_FYFC_0_PM; Price_FYFC_0_CM	TEST; FYFC_CM_0_(for PM comp.); Delta_FYFC_2_CM_PM_month_SBU	DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; Historical	DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Month_Name]; Historical[Value]; Historical[LatestInput_ND]; Historical[Forecast Month]; Historical[Input Date]; Historical[KPI]
VarCost_effect_FYFC(for BG comp.)	 //CM1 effect VAR CM1Effect =     CALCULATE ( [CM1_effect_1_FYFC], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) //Volume effect VAR VolumeEffect =     CALCULATE ( [Volume_0_FYFC], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) * [CM1/kg_0_BGFY_VarCostCalc] //Price effect VAR PriceEffect =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CALCULATE (             [Price_1_FYFC] * [Volume_0_BGFY],             ALL ( DT_Matrix_Act_Table_ND[KPI] )         )     ) // Output VAR Output =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CM1Effect - VolumeEffect - PriceEffect     ) RETURN     Output	CM1_effect_1_FYFC; CM1_effect_1_YTD; Matrix_0_Act; Maris_0_Act; Matrix_1_FC_Current; EBITbSI_0_FC_Current; Volume_0_FYFC; Volume_0_YTD; CM1/kg_0_BGFY_VarCostCalc; CM1_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG; Volume_0_BGFY; Price_1_FYFC	Delta_1_BGFY; Delta_2_BGFY_SBU; FYFC_1(for BG comp.)	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date; Historical; FT_Budget_EPME	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Year]; Historical[Value]; Historical[check]; Historical[Input Date]; Historical[Forecast Month]; Historical[Input_Date_for_CM]; Historical[KPI]; DT_Date[Month_Number]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]
VarCost_effect_YTD(for BG comp.)	 //CM1 effect VAR CM1Effect =     CALCULATE ( [CM1_effect_1_YTD], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) //Volume effect VAR VolumeEffect =     CALCULATE ( [Volume_0_YTD], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) * [CM1/kg_0_BG_YTD_VarCostCalc] //Price effect VAR PriceEffect =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CALCULATE (             [Price_0_YTD] * [Volume_0_BG_YTD],             ALL ( DT_Matrix_Act_Table_ND[KPI] )         )     ) // Output VAR Output =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CM1Effect - VolumeEffect - PriceEffect     ) RETURN     Output	CM1_effect_1_YTD; Matrix_0_Act; Maris_0_Act; Volume_0_YTD; CM1/kg_0_BG_YTD_VarCostCalc; CM1_effect_0_BG_YTD; CM1_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG; Volume_0_BG_YTD; Volume_0_BGFY; Price_0_YTD	Delta_2_YTD_BG_SBU; Act_YTD_1(for BG comp.)	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date; FT_Budget_EPME	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Month_Number]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]
VarCost_effect_YTD(for PY comp.)	 //CM1 effect VAR CM1Effect =     CALCULATE ( [CM1_effect_1_YTD], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) //Volume effect VAR VolumeEffect =     CALCULATE ( [Volume_0_YTD], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) * [CM1/kg_PYTD_VarCostCalc] //Price effect VAR PriceEffect =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CALCULATE (             [Price_0_YTD] * [Volume_0_PYTD],             ALL ( DT_Matrix_Act_Table_ND[KPI] )         )     ) // Output VAR Output =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CM1Effect - VolumeEffect - PriceEffect     ) RETURN     Output	CM1_effect_1_YTD; Matrix_0_Act; Maris_0_Act; Volume_0_YTD; CM1/kg_PYTD_VarCostCalc; CM1_effect_0_PYTD; Volume_0_PYTD; Price_0_YTD	Act_YTD_0(for PY comp.); Delta_1_PYTD_SBU	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Month_Number]
EBITbSI_effect_FYFC_0_CM	 VAR MonthSel =     SELECTEDVALUE ( DT_Date[Month_Number] ) VAR Act =     CALCULATE (         CALCULATE (             [Matrix_0_Act],             ALL ( DT_Date[Month_Name] ),             REMOVEFILTERS( DT_Matrix_Act_Table_ND[KPI]),              DT_Matrix_Act_Table_ND[KPI] = "EBITbSI"          ),         DT_Date[Month_Number] <= MonthSel     ) VAR FC =     CALCULATE (         CALCULATE (             [Matrix_1_FC],             ALL ( DT_Date[Month_Name] ),             REMOVEFILTERS( DT_Matrix_Act_Table_ND[KPI]),              DT_Matrix_Act_Table_ND[KPI] = "EBITbSI"          ),         DT_Date[Month_Number] > MonthSel     ) VAR FYFC = Act + FC RETURN     FYFC 	Matrix_0_Act; Maris_0_Act; Matrix_1_FC; Ebit_0_FC	TEST; EBITbSI_effect_FYFC_1_CM_SBU; FYFC_CM_0_(for PM comp.); Delta_FYFC_2_CM_PM_month_SBU	DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; Historical	DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Month_Name]; Historical[Value]; Historical[LatestInput_ND]; Historical[Forecast Month]; Historical[Input Date]; Historical[KPI]
EBITbSI_effect_1_YTD	 TOTALYTD (     CALCULATE (         [Matrix_0_Act],         KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "EBITbSI" )     ),     DT_Date[Date] )	Matrix_0_Act; Maris_0_Act	EBITbSI_effect_1_FYFC; EBITbSI_effect_1_FYFC_SBU; EBITbSI_effect_2_YTD_SBU; Delta_1_BGFY; Delta_2_BGFY_SBU; FYFC_1(for BG comp.); Delta_2_YTD_BG_SBU; Act_YTD_1(for BG comp.); Act_YTD_0(for PY comp.); Delta_1_PYTD_SBU	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
